order,dataset_index,image_id,image_path,prompt_id,prompt_name,prompt_text,caption,zerocap_best_idx,zerocap_candidates
75,6091,6091,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/075_6091.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a toddler's cleaning in-the-cup shower is taken from The Daily Penn,4,"["" child's cleaning glasses."", "" toddler's cleaning."", "" toddler's cleaning water."", "" toddler's cleaning in-progress sink."", "" toddler's cleaning in-the-cup shower is taken from The Daily Penn""]"
76,20622,20622,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/076_20622.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a building located in Chinatown that has been used in the series.,4,"[' building located in Chinatown.', ' building.', ' building located in Chinatown in 2013.', ' building located in Chinatown that has been used in the video.', ' building located in Chinatown that has been used in the series.']"
77,23712,23712,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/077_23712.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a player performing performing a handbrake in concert (Photo of David Moyer,4,"[' player performing performing.', ' player performing performing a handbrake.', ' player performing performing a handbrake in concert.', ' player performing performing a handbrake dance.', ' player performing performing a handbrake in concert (Photo of David Moyer']"
78,28178,28178,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/078_28178.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a Christmas song playing trumpet.,0,"[' Christmas song playing trumpet.', ' Christmas song.', ' Christmas song playing saxophone.', ' Christmas song playing trumpet in San Francisco.', ' Christmas song playing saxophone in the song-based murder.']"
79,9712,9712,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/079_9712.jpg,zerocap,ZeroCap,cond_text=Image of a,"Image of a board slamming in the alley showing a few pieces of the ""world"" slamming",4,"[' board slamming.', ' board slamming on doors.', ' board slamming on door 22.', ' board slamming in the basement.', ' board slamming in the alley showing a few pieces of the ""world"" slamming']"
80,3961,3961,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/080_3961.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a guest at the 2010 Rockefeller Center Community Reinvestment Investment (CIRI,2,"[' guest at the 2010 Rockefeller Center Community Reinvestment Investment (CRI-', ' guest at the 2010 Rockefeller Center Community Reinvestment Investment (COREII', ' guest at the 2010 Rockefeller Center Community Reinvestment Investment (CIRI', ' guest at the 2010 Rockefeller Center Community Reinvestment Investment (CIRIF', ' guest at the 2010 Rockefeller Center Community Reinvestment Investment (CIRRI']"
81,24351,24351,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/081_24351.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a Dayhound racing pointer taking a ball toss in the UK.,4,"[' Dayhound racing pointer.', ' Dayhound racing pointer in training ball.', ' Dayhound racing pointer in training.', ' Dayhound racing pointer taking a ball toss.', ' Dayhound racing pointer taking a ball toss in the UK.']"
82,10901,10901,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/082_10901.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a winter game in Russia.,2,"[' winter game.', ' 1970s Soviet Winter game.', ' winter game in Russia.', ' 1970s Soviet Winter game at night.', ' 1970s Soviet Winter game in the summer.']"
83,29346,29346,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/083_29346.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a tornado surf league in 2011 (Shutterstock).<|endoftext|>The company's website is,4,"[' wave.', ' tornado surf league.', ' tornado surf league in 2011.', ' tornado surf league in 2011 (Shutterstock.', "" tornado surf league in 2011 (Shutterstock).<|endoftext|>The company's website is""]"
84,23641,23641,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/084_23641.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a street with tourists.,2,"[' street.', ' street with tourists in the background.', ' street with tourists.', ' street with tourists walking in.', ' street with tourists in the background of the city.']"
85,23304,23304,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/085_23304.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a pedestrian with a pink triangle on the ground.,3,"[' pedestrian.', ' pedestrian with a pink triangle.', ' pedestrian with a pink triangle attached.', ' pedestrian with a pink triangle on the ground.', ' pedestrian with a pink triangle on the sidewalk.']"
86,16410,16410,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/086_16410.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a bicyclist riding stunt on wheels.,4,"[' cyclist riding stunt.', ' bike jam.', ' bicyclist riding stunt.', ' bicyclist riding stunt bike.', ' bicyclist riding stunt on wheels.']"
87,30685,30685,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/087_30685.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a interview about the app development.,3,"[' interview.', ' interview about the project.', ' interview about the app.', ' interview about the app development.', ' interview about the app development platform App.']"
88,16636,16636,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/088_16636.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a student walking girl with a rock slide.,3,"[' student walking girl.', ' student walking girl on rocks.', ' child.', ' student walking girl with a rock slide.', ' student walking girl with a rock slide on the wall.']"
89,27198,27198,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/089_27198.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a a Fight between Students in 2011.,2,"[' b.', ' a Fight in the Park.', ' a Fight between Students in 2011.', ' a Fight between Students in 2010.', ' a Fight between Students in the Field.']"
90,29824,29824,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/090_29824.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a promotional delegate at the Olympic Park event desk.,4,"[' promotional delegate.', ' 2009 Olympic worker.', ' promotional delegate for the event.', ' promotional delegate at the Olympic village.', ' promotional delegate at the Olympic Park event desk.']"
91,21964,21964,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/091_21964.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a date night photograph.,0,"[' date night photograph.', ' date night photo.', ' bar bar conversation.', ' bar bar conversation from the film The Exorcurl.', ' bar bar conversation from the film The Exorcarto.']"
92,6220,6220,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/092_6220.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a crowded street showing anime sales.,1,"[' crowded street.', ' crowded street showing anime sales.', ' crowded Hong Kong Tuenanui street.', ' crowded Hong Kong Tuenanui district.', "" crowded Hong Kong Tuenanui street showing the city's lack-of""]"
93,9940,9940,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/093_9940.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a street in Boulder featuring a view of Mount Rainer depicted in the new movie,4,"[' street in Boulder.', ' street in Boulder featuring a view of Mount Rain.', ' street in Boulder featuring a view of the crowd.', ' street in Boulder featuring a view deck.', ' street in Boulder featuring a view of Mount Rainer depicted in the new movie']"
94,9311,9311,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/094_9311.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a tear falling in child's fountain.,1,"[' tear shower being laughed.', "" tear falling in child's fountain."", ' tear falling from.', ' tear shower being laughed at.', ' tear shower being laughed in the face.']"
95,19253,19253,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/095_19253.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a protester holding scarf in the form of hair curls in the protest camp.,3,"[' victim.', ' protester holding scarf in the form of hair curls.', ' protester holding scarf in the form of hair curls in the face.', ' protester holding scarf in the form of hair curls in the protest camp.', ' protester holding scarf in the form of hair curls in the street.']"
96,28917,28917,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/096_28917.jpg,zerocap,ZeroCap,cond_text=Image of a,"Image of a Shot Stealer"" by Trey Henderson.",3,"[' shot coming.', ' Shot Steal.', ' Shot Stealer.', ' Shot Stealer"" by Trey Henderson.', ' Shot Stealer"" is a reference to the ability in the competitive side-']"
97,16363,16363,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/097_16363.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a Friend who sleeps in floor photo taken in China.,2,"[' Friend who sleeps in floor photo.', ' Friend who sleeps in the House.', ' Friend who sleeps in floor photo taken in China.', ' Friend who sleeps in floor.', ' Friend who sleeps in floor photo taken in the Philippines.']"
98,27728,27728,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/098_27728.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a diver deployed in the area where the asteroid threat was taken.,2,"[' diver deployed in the area.', ' diver deployed in the area of the island.', ' diver deployed in the area where the asteroid threat was taken.', ' diver deployed in the area where the asteroid threat is seen moving in.', ' diver deployed in the area where the asteroid threat is seen moving in the Gulf']"
99,30831,30831,/home/jinwoo/CLIPHacker/smoke2/results/generalization_100_seed1/samples/images/099_30831.jpg,zerocap,ZeroCap,cond_text=Image of a,Image of a bizarre sandwich-eating woman.,0,"[' bizarre sandwich-eating woman.', ' bizarre sandwich-eating girl.', ' serial killer eating biscuits.', ' bizarre sandwich- eating woman.', ' bizarre sandwich-eating woman by David Morrissey.']"
