cache_hit,cache_key,cache_version,caption,caption_len,caption_model,clip_score,dataset_index,generic_flag,image_id,image_path,max_new_tokens,order,prompt_id,prompt_name,prompt_text,reference_captions,seed,siglip_score,split,temperature,top_p,zerocap_best_idx,zerocap_candidates,baseline_clip_score,baseline_siglip_score,delta_clip,delta_siglip,clip_win,siglip_win
False,c957e0f78798e1b478c2b37c57bc4b843d886704,clip_siglip_generalization_v1,"On a dusty construction site, four workers in high-visibility vests and hard hats are gathered near a large white cement mixer truck, which is parked with its chute extended. One worker, wearing an orange hard hat and a blue shirt under his vest, stands near the truck’s rear, appearing to inspect or operate the equipment",55,Qwen/Qwen3-VL-8B-Instruct,0.3044054806232452,30974,False,30974,results/generalization_100_seed1/samples/images/034_30974.jpg,64,34,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""Four construction workers, wearing neon vests, stand at a construction site along with some equipment."", ""Construction workers are standing around the back of a dump truck."", ""Men standing around a cement truck on a construction site."", ""Four construction workers standing by a concrete machine."", ""A group of men are gathered around a concrete truck.""]",1,0.2148217111825943,test,0.0,,,,0.276806116104126,0.2054116874933242,0.027599364519119207,0.009410023689270103,True,True
False,e55c81ae7ba50cb006a8e75247024def62777b1a,clip_siglip_generalization_v1,"A child in a red coat gazes in wonder at a fiery, surreal display inside a LOEWE store window, while the reflection reveals bustling city life and shoppers passing by.",30,Qwen/Qwen3-VL-8B-Instruct,0.3639985918998718,3349,False,3349,results/generalization_100_seed1/samples/images/035_3349.jpg,64,35,baseline,Baseline,Write a caption for this image.,"[""A small child in a red coat watches the fireplace display through the storefront window of a purse store."", ""A small child in a red coat points to a handbag in a shop window."", ""A child wearing a red coat is pointing into a Loewe store window."", ""A little girl is looking at the window display of a store."", ""A child is window shopping for a brown purse.""]",1,0.2755576372146606,test,0.0,,,,0.3639985918998718,0.2755576372146606,0.0,0.0,False,False
False,d520841eb90b2e4649ce80630e3ebfa96b5b2082,clip_siglip_generalization_v1,"A small child in a red jacket stands on a sidewalk, gazing intently at the glass storefront of a LOEWE boutique. The store’s window display features a dramatic, fiery orange and red abstract sculpture, which is mirrored in the glass along with the reflections of pedestrians and surrounding buildings. The child’s posture suggests",53,Qwen/Qwen3-VL-8B-Instruct,0.4027496576309204,3349,False,3349,results/generalization_100_seed1/samples/images/035_3349.jpg,64,35,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A small child in a red coat watches the fireplace display through the storefront window of a purse store."", ""A small child in a red coat points to a handbag in a shop window."", ""A child wearing a red coat is pointing into a Loewe store window."", ""A little girl is looking at the window display of a store."", ""A child is window shopping for a brown purse.""]",1,0.226200446486473,test,0.0,,,,0.3639985918998718,0.2755576372146606,0.038751065731048584,-0.04935719072818759,True,False
False,b997ca8279113fdbfd3eae2f57cb9f8d75490820,clip_siglip_generalization_v1,"Firefighters take a moment to rest and chat while perched atop their ladder truck, with a historic brick building and parking signs in the background.",25,Qwen/Qwen3-VL-8B-Instruct,0.3214558959007263,29537,False,29537,results/generalization_100_seed1/samples/images/036_29537.jpg,64,36,baseline,Baseline,Write a caption for this image.,"[""3 emergency workers are sitting on their vehicle, while the fourth one is standing and looking intently at something."", ""Men at work, Firemen waiting for their next call to a fire, looking relaxed and anxious at the same time."", ""4 fireman on a firetruck looking very tired, brick building behind them, and a hand to the bottom left."", ""There are four men, three sitting and one standing, wearing the same dark blue uniform."", ""Four firefighters are sitting atop a firetruck.""]",1,0.1952490508556366,test,0.0,,,,0.3214558959007263,0.1952490508556366,0.0,0.0,False,False
False,2e3eeb379dcba39892b98fe63f0a09060e25b30f,clip_siglip_generalization_v1,"Three firefighters are seated on the elevated platform of a fire truck parked on a city street, with one standing and leaning against a pole. The truck’s equipment, including a blue light and metal ladders, is visible. Behind them, a red-brick building with large windows forms the backdrop, and a blue parking sign",53,Qwen/Qwen3-VL-8B-Instruct,0.3645774722099304,29537,False,29537,results/generalization_100_seed1/samples/images/036_29537.jpg,64,36,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""3 emergency workers are sitting on their vehicle, while the fourth one is standing and looking intently at something."", ""Men at work, Firemen waiting for their next call to a fire, looking relaxed and anxious at the same time."", ""4 fireman on a firetruck looking very tired, brick building behind them, and a hand to the bottom left."", ""There are four men, three sitting and one standing, wearing the same dark blue uniform."", ""Four firefighters are sitting atop a firetruck.""]",1,0.1802913546562194,test,0.0,,,,0.3214558959007263,0.1952490508556366,0.0431215763092041,-0.014957696199417198,True,False
False,ad2cc48e9568f487c9a8607bf2328a866f999713,clip_siglip_generalization_v1,"A joyful child leaps mid-air toward a vibrant pile of autumn leaves, arms outstretched in pure, playful delight.",18,Qwen/Qwen3-VL-8B-Instruct,0.3357713222503662,10401,False,10401,results/generalization_100_seed1/samples/images/037_10401.jpg,64,37,baseline,Baseline,Write a caption for this image.,"[""A girl in a blue sweater with a white pattern is jumping into a pile of leaves."", ""A young girl is diving into a pile of brown leaves in the yard."", ""A girl in a sweater diving into a pile of leaves."", ""A girl is jumping into a pile of leaves."", ""A girl is jumping into a pile of leaves""]",1,0.1821755021810531,test,0.0,,,,0.3357713222503662,0.1821755021810531,0.0,0.0,False,False
False,b2fc5a5bb0e0fcfa6cf363fc9178705621909a7d,clip_siglip_generalization_v1,"A young girl in a navy blue sweater with a white lace collar and cuffs leaps mid-air toward a large pile of fallen autumn leaves, her arms outstretched as if to dive into the foliage. Behind her, a silver vehicle is parked on a gravel surface, and a green evergreen tree stands to the left,",55,Qwen/Qwen3-VL-8B-Instruct,0.3050100803375244,10401,False,10401,results/generalization_100_seed1/samples/images/037_10401.jpg,64,37,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A girl in a blue sweater with a white pattern is jumping into a pile of leaves."", ""A young girl is diving into a pile of brown leaves in the yard."", ""A girl in a sweater diving into a pile of leaves."", ""A girl is jumping into a pile of leaves."", ""A girl is jumping into a pile of leaves""]",1,0.2236998528242111,test,0.0,,,,0.3357713222503662,0.1821755021810531,-0.030761241912841797,0.04152435064315799,False,True
False,01938fe780da55b5ed2cf3c3d4f8bd5e720a619e,clip_siglip_generalization_v1,"A craftsman in traditional Andean attire sits cross-legged, meticulously working on a handcrafted sword, surrounded by vibrant textiles and artisan tools under the open sky.",25,Qwen/Qwen3-VL-8B-Instruct,0.3589109480381012,1002,False,1002,results/generalization_100_seed1/samples/images/038_1002.jpg,64,38,baseline,Baseline,Write a caption for this image.,"[""Someone wearing a large hat is sitting on colorful blankets working a loom with a pair of men's dress shoes in front of him."", ""An adult in brightly colored clothing and hat, is weaving or beading while sitting on brightly colored rugs."", ""A Hispanic person sitting among colorful fabric making a belt."", ""A gentleman in traditional garb weaving a blanket in a field."", ""A man works on weaving a cloth good for sale at the market.""]",1,0.2321807742118835,test,0.0,,,,0.3589109480381012,0.2321807742118835,0.0,0.0,False,False
False,622d41db85d1bc71a49063eead6908065f78e0e1,clip_siglip_generalization_v1,"A person wearing a traditional, patterned hat and a maroon jacket sits cross-legged on a colorful woven blanket, carefully working on a long, ornate sword with a silver blade and wooden hilt. The sword rests on the ground beside them, and a pair of black leather shoes lies nearby. Surrounding them are",52,Qwen/Qwen3-VL-8B-Instruct,0.3244736790657043,1002,True,1002,results/generalization_100_seed1/samples/images/038_1002.jpg,64,38,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""Someone wearing a large hat is sitting on colorful blankets working a loom with a pair of men's dress shoes in front of him."", ""An adult in brightly colored clothing and hat, is weaving or beading while sitting on brightly colored rugs."", ""A Hispanic person sitting among colorful fabric making a belt."", ""A gentleman in traditional garb weaving a blanket in a field."", ""A man works on weaving a cloth good for sale at the market.""]",1,0.1935852617025375,test,0.0,,,,0.3589109480381012,0.2321807742118835,-0.034437268972396906,-0.03859551250934598,False,False
False,7c24ae95ff1d917069da0f698ba871244705124e,clip_siglip_generalization_v1,"Three children playfully posing on a sunny beach, their joyful expressions and dynamic poses capturing the carefree spirit of seaside fun.",21,Qwen/Qwen3-VL-8B-Instruct,0.2984282374382019,731,False,731,results/generalization_100_seed1/samples/images/039_731.jpg,64,39,baseline,Baseline,Write a caption for this image.,"[""Three little blond girls, two in blue, one in pink, play on a sunny beach."", ""Three children are playing in sand near to the beach."", ""Three young girls dance on the beach in the sand."", ""Three children playing in sand at beach"", ""Three girls play in the sand.""]",1,0.1524562835693359,test,0.0,,,,0.2984282374382019,0.1524562835693359,0.0,0.0,False,False
False,c16f03e89b3cdaee7e2c747b1a1b4bbfc796a35c,clip_siglip_generalization_v1,"Three children are playing on a sandy beach, with the ocean visible in the background. The child in the foreground, wearing a light blue hooded sweatshirt, is crouching and looking up. Behind them, a child in a pink long-sleeved shirt and dark pants stands with arms raised, while another child",50,Qwen/Qwen3-VL-8B-Instruct,0.3528530299663543,731,False,731,results/generalization_100_seed1/samples/images/039_731.jpg,64,39,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""Three little blond girls, two in blue, one in pink, play on a sunny beach."", ""Three children are playing in sand near to the beach."", ""Three young girls dance on the beach in the sand."", ""Three children playing in sand at beach"", ""Three girls play in the sand.""]",1,0.1849754750728607,test,0.0,,,,0.2984282374382019,0.1524562835693359,0.05442479252815241,0.03251919150352478,True,True
False,e61cd2a8facfeb688dfda1581387c3f9450c0a1e,clip_siglip_generalization_v1,"Kids playing beach paddleball with colorful paddles and frisbees, laughing and splashing in the shallow ocean waves.",17,Qwen/Qwen3-VL-8B-Instruct,0.3036771416664123,833,False,833,results/generalization_100_seed1/samples/images/040_833.jpg,64,40,baseline,Baseline,Write a caption for this image.,"[""A beach scene with three boys in swim shorts each holding paddle ball racquets but no ball in sight."", ""Kids play a game of ball with paddles at the water's edge at the beach."", ""Three children are playing paddle ball on the beach."", ""Three boys play with paddles on the beach."", ""Several children playing on a beach.""]",1,0.1855256855487823,test,0.0,,,,0.3036771416664123,0.1855256855487823,0.0,0.0,False,False
False,e311001ae94997b3fb60c8de59aef8b846a8583e,clip_siglip_generalization_v1,"Three boys are playing paddleball on a sandy beach, each holding a paddle — one blue, one red, and one green — while standing in shallow water. The boy in the foreground, seen from behind, wears gray shorts with “SURF” printed on them. To his left, another boy in patterned swim",51,Qwen/Qwen3-VL-8B-Instruct,0.3343771994113922,833,False,833,results/generalization_100_seed1/samples/images/040_833.jpg,64,40,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A beach scene with three boys in swim shorts each holding paddle ball racquets but no ball in sight."", ""Kids play a game of ball with paddles at the water's edge at the beach."", ""Three children are playing paddle ball on the beach."", ""Three boys play with paddles on the beach."", ""Several children playing on a beach.""]",1,0.2180746495723724,test,0.0,,,,0.3036771416664123,0.1855256855487823,0.030700057744979914,0.032548964023590116,True,True
False,5015c34295e1c05c74a3446a5b428ed280da87da,clip_siglip_generalization_v1,"A diverse crowd gathers in a bustling city street, with Orthodox Jewish men in black hats and suits mingling alongside Palestinian flag supporters, symbolizing a moment of cultural and political convergence.",31,Qwen/Qwen3-VL-8B-Instruct,0.3222664594650268,21284,False,21284,results/generalization_100_seed1/samples/images/041_21284.jpg,64,41,baseline,Baseline,Write a caption for this image.,"[""A group of men in black suits and black hats are standing along a parade route."", ""A group of Hasidic Jews stand amidst a crowd adjacent to a busy city street."", ""Bearded men wearing black gather together outside of a religious service."", ""People in black hats gathered together downtown."", ""Many jewish men in a city.""]",1,0.2358589172363281,test,0.0,,,,0.3222664594650268,0.2358589172363281,0.0,0.0,False,False
False,a7c703322604866ba9c69792f27dbd22e547a50c,clip_siglip_generalization_v1,"A dense crowd of Orthodox Jewish men, identifiable by their black hats and traditional attire, gathers closely in a city street, seemingly engaged in a protest or demonstration. Behind them, a metal barricade separates the group from the street, where other pedestrians and vehicles are visible. Several Palestinian flags are prominently displayed among the demonstrators,",55,Qwen/Qwen3-VL-8B-Instruct,0.3423361182212829,21284,False,21284,results/generalization_100_seed1/samples/images/041_21284.jpg,64,41,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A group of men in black suits and black hats are standing along a parade route."", ""A group of Hasidic Jews stand amidst a crowd adjacent to a busy city street."", ""Bearded men wearing black gather together outside of a religious service."", ""People in black hats gathered together downtown."", ""Many jewish men in a city.""]",1,0.2380447089672088,test,0.0,,,,0.3222664594650268,0.2358589172363281,0.020069658756256104,0.0021857917308807095,True,True
False,3439540a00e1ca6ef83314c91e4801f668f2f223,clip_siglip_generalization_v1,"Two silhouetted figures sit side by side on a bench, gazing out at a vast, glass-paneled window. The cool blue tones and soft light evoke a quiet, contemplative mood — a moment of shared stillness in a modern, open space.",40,Qwen/Qwen3-VL-8B-Instruct,0.3193768262863159,17741,False,17741,results/generalization_100_seed1/samples/images/042_17741.jpg,64,42,baseline,Baseline,Write a caption for this image.,"[""Two people sit on a bench overlooking a vast amount of windows."", ""Two people sitting on a bench in front of a large window."", ""Two people sitting looking at a glass wall."", ""Two people are siting on a black bench."", ""Two women sitting on a bench.""]",1,0.242169588804245,test,0.0,,,,0.3193768262863159,0.242169588804245,0.0,0.0,False,False
False,85c29471c947979efebcec86a1eebae45bfea5aa,clip_siglip_generalization_v1,"Two people, seen from behind, sit side by side on a long, low bench in a modern, glass-walled space, gazing out at a bright, blurred exterior. The scene is bathed in cool, blue-toned light, emphasizing the reflective surfaces of the floor and the expansive windows. A bag rests",48,Qwen/Qwen3-VL-8B-Instruct,0.3159865140914917,17741,False,17741,results/generalization_100_seed1/samples/images/042_17741.jpg,64,42,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""Two people sit on a bench overlooking a vast amount of windows."", ""Two people sitting on a bench in front of a large window."", ""Two people sitting looking at a glass wall."", ""Two people are siting on a black bench."", ""Two women sitting on a bench.""]",1,0.2121650874614715,test,0.0,,,,0.3193768262863159,0.242169588804245,-0.0033903121948242188,-0.030004501342773493,False,False
False,5bfcc3de7061c5536ea2a7943058231838e37263,clip_siglip_generalization_v1,"A vibrant street vendor in a bustling market, surrounded by towering pampas grass and colorful floral arrangements, smiles as she tends to her lively stall under a canopy of hanging greenery and warm lights.",34,Qwen/Qwen3-VL-8B-Instruct,0.3123200535774231,301,False,301,results/generalization_100_seed1/samples/images/043_301.jpg,64,43,baseline,Baseline,Write a caption for this image.,"[""A dark-haired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street."", ""A woman is sitting by her dried flower display at an outside market."", ""A woman sells flowers and incense at the market."", ""A lady is sitting down tending to her stand."", ""A woman in an apron shopping at a market.""]",1,0.1998748332262039,test,0.0,,,,0.3123200535774231,0.1998748332262039,0.0,0.0,False,False
False,ccb1d74c303685c3d187102f51e356520353dfc8,clip_siglip_generalization_v1,"A woman in a market stall carefully arranges a large bouquet of pampas grass and other dried floral stems, while a man and a woman stand nearby, seemingly browsing the colorful, bustling street market.",34,Qwen/Qwen3-VL-8B-Instruct,0.3516945838928222,301,False,301,results/generalization_100_seed1/samples/images/043_301.jpg,64,43,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A dark-haired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street."", ""A woman is sitting by her dried flower display at an outside market."", ""A woman sells flowers and incense at the market."", ""A lady is sitting down tending to her stand."", ""A woman in an apron shopping at a market.""]",1,0.1954918652772903,test,0.0,,,,0.3123200535774231,0.1998748332262039,0.039374530315399114,-0.004382967948913602,True,False
False,84fa61cc6f7e6262b9f7bbd05d4adc91dae51098,clip_siglip_generalization_v1,"A child swims underwater, bubbles swirling around as they explore the pool's depths with joyful curiosity.",16,Qwen/Qwen3-VL-8B-Instruct,0.3310607373714447,30774,False,30774,results/generalization_100_seed1/samples/images/044_30774.jpg,64,44,baseline,Baseline,Write a caption for this image.,"[""A little boy underwater in a pool, holding a plastic dinosaur."", ""A little boy swimming underwater with a toy in his hand."", ""A boy is swimming underwater holding a toy in his hand."", ""Child swimming underwater with a toy in his hand."", ""A little boy swims underwater.""]",1,0.1580582708120346,test,0.0,,,,0.3310607373714447,0.1580582708120346,0.0,0.0,False,False
False,7ffe97913b3fd7df5e6fef9ff38501600442b469,clip_siglip_generalization_v1,"A young child with light brown hair swims underwater in a pool, arms extended forward, with bubbles rising around them and a dark, possibly toy-like object held in their left hand.",31,Qwen/Qwen3-VL-8B-Instruct,0.3425845801830292,30774,False,30774,results/generalization_100_seed1/samples/images/044_30774.jpg,64,44,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A little boy underwater in a pool, holding a plastic dinosaur."", ""A little boy swimming underwater with a toy in his hand."", ""A boy is swimming underwater holding a toy in his hand."", ""Child swimming underwater with a toy in his hand."", ""A little boy swims underwater.""]",1,0.199563130736351,test,0.0,,,,0.3310607373714447,0.1580582708120346,0.011523842811584473,0.041504859924316406,True,True
False,d65bfbdb68300b009031cec9b5013c9a908fa68b,clip_siglip_generalization_v1,"A rugby player in a blue jersey executes a dramatic flip over the grass, while his opponent in red watches intently from the ground.",24,Qwen/Qwen3-VL-8B-Instruct,0.3333797454833984,28876,False,28876,results/generalization_100_seed1/samples/images/045_28876.jpg,64,45,baseline,Baseline,Write a caption for this image.,"[""A participant in a sporting event has landed on his head while holding the ball on a field of grass."", ""A person doing a face plant while the other watches on a clear, lush field of green grass."", ""A male athlete tackles his head into the ground to protect the ball in play."", ""The rugby player got the ball but he is smashing his head into the ground."", ""Uniformed athletes dive onto a grassy playing field.""]",1,0.1585298627614975,test,0.0,,,,0.3333797454833984,0.1585298627614975,0.0,0.0,False,False
False,d3bcbc2f0f4df9a2cf887efcff409500174a34de,clip_siglip_generalization_v1,"A football player in a blue and yellow uniform (number 14) is performing a handstand on the grass, his legs kicked high and his head near the turf, while a player in a red uniform (number 23) kneels nearby, observing him. In the background, other players and stadium seating",49,Qwen/Qwen3-VL-8B-Instruct,0.312375396490097,28876,False,28876,results/generalization_100_seed1/samples/images/045_28876.jpg,64,45,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A participant in a sporting event has landed on his head while holding the ball on a field of grass."", ""A person doing a face plant while the other watches on a clear, lush field of green grass."", ""A male athlete tackles his head into the ground to protect the ball in play."", ""The rugby player got the ball but he is smashing his head into the ground."", ""Uniformed athletes dive onto a grassy playing field.""]",1,0.1347809880971908,test,0.0,,,,0.3333797454833984,0.1585298627614975,-0.02100434899330139,-0.023748874664306696,False,False
False,1c31d98c706b1bdc7567eb75c6648a64177b606c,clip_siglip_generalization_v1,"A daring cyclist soars above a freight train car, executing a gravity-defying stunt against a clear blue sky.",18,Qwen/Qwen3-VL-8B-Instruct,0.3510336875915527,12491,False,12491,results/generalization_100_seed1/samples/images/046_12491.jpg,64,46,baseline,Baseline,Write a caption for this image.,"[""A person is in the air while riding his bicycle on top of the train on a clear blue sky day."", ""A person is jumping over a train car while on their bicycle."", ""A person on a bicycle moving across the top of a train."", ""A man on a bmx bike jumps over a train"", ""A man jumps train cars with his bike.""]",1,0.2112278640270233,test,0.0,,,,0.3510336875915527,0.2112278640270233,0.0,0.0,False,False
False,2af149bbbcb4b78e060b37517eae9c64050c7ccc,clip_siglip_generalization_v1,"A cyclist in a black shirt and shorts is balancing on a blue bicycle atop the roof of a weathered, graffiti-covered brown freight train car, with a clear blue sky and the fronds of a palm tree visible in the background.",41,Qwen/Qwen3-VL-8B-Instruct,0.3479154109954834,12491,False,12491,results/generalization_100_seed1/samples/images/046_12491.jpg,64,46,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A person is in the air while riding his bicycle on top of the train on a clear blue sky day."", ""A person is jumping over a train car while on their bicycle."", ""A person on a bicycle moving across the top of a train."", ""A man on a bmx bike jumps over a train"", ""A man jumps train cars with his bike.""]",1,0.191480353474617,test,0.0,,,,0.3510336875915527,0.2112278640270233,-0.0031182765960692804,-0.019747510552406283,False,False
False,390e82190ac2d2356c0924e3dc00bd7518c651c9,clip_siglip_generalization_v1,"A worker in an orange shirt and paint-splattered overalls stands on a wooden walkway, holding a ladder, as he pauses during a renovation project beside a weathered brick chimney and a white brick wall.",34,Qwen/Qwen3-VL-8B-Instruct,0.3611180782318115,22494,False,22494,results/generalization_100_seed1/samples/images/047_22494.jpg,64,47,baseline,Baseline,Write a caption for this image.,"[""A man in an orange shirt and gray pants with white paint on them looks at the camera while standing near an orange ladder and a gray and white brick wall."", ""A house painter in clothes covered in paint pauses to look at the camera."", ""A man in an orange shirt with an orange ladder next to a brick wall."", ""A man in an orange shirt is holding a ladder."", ""A worker grabs a ladder to move it around.""]",1,0.2157048285007476,test,0.0,,,,0.3611180782318115,0.2157048285007476,0.0,0.0,False,False
False,391c41ec26b1363fb4edfe7e52a82e9fb6f91297,clip_siglip_generalization_v1,"A man in an orange shirt and paint-splattered overalls stands on a wooden walkway, holding a tall orange ladder, as he pauses in front of a weathered brick chimney and a white brick wall partially covered in greenery. A bicycle leans against the wooden structure to his left, and a white cloth dr",53,Qwen/Qwen3-VL-8B-Instruct,0.3092304468154907,22494,False,22494,results/generalization_100_seed1/samples/images/047_22494.jpg,64,47,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A man in an orange shirt and gray pants with white paint on them looks at the camera while standing near an orange ladder and a gray and white brick wall."", ""A house painter in clothes covered in paint pauses to look at the camera."", ""A man in an orange shirt with an orange ladder next to a brick wall."", ""A man in an orange shirt is holding a ladder."", ""A worker grabs a ladder to move it around.""]",1,0.2330952882766723,test,0.0,,,,0.3611180782318115,0.2157048285007476,-0.0518876314163208,0.01739045977592471,False,True
False,98a082b7d239a944938cb15d04439acf731bec04,clip_siglip_generalization_v1,"A sunny afternoon at a bustling outdoor café, where families gather under bright yellow umbrellas, enjoying coffee and conversation amidst the gentle rustle of tree leaves. A curious child in a beige shirt stands near a metal chair, gazing at the lively scene around him.",45,Qwen/Qwen3-VL-8B-Instruct,0.3124001622200012,7097,False,7097,results/generalization_100_seed1/samples/images/048_7097.jpg,64,48,baseline,Baseline,Write a caption for this image.,"[""A little boy in a tan shirt and shorts walking in an area with many gray mesh tables and chairs."", ""A group of people sitting in gray metal chairs with orange umbrellas in the background."", ""A young boy is on a patio crowded with metal tables and chairs and 2 yellow umbrellas."", ""A boy walking through chairs and tables at Au Bon Pain."", ""Lots of people are sitting at tables doing something.""]",1,0.2067485153675079,test,0.0,,,,0.3124001622200012,0.2067485153675079,0.0,0.0,False,False
False,c6b483c0ab4a064dc6b25e91025100ae22f0af29,clip_siglip_generalization_v1,"A young child in a light-colored shirt stands with their back to the camera, facing a bustling outdoor café patio shaded by large yellow umbrellas. An adult, wearing a dark vest over a white shirt, sits at a metal table nearby, partially turned away. Around them, other patrons are seated at tables, some engaged",54,Qwen/Qwen3-VL-8B-Instruct,0.360377550125122,7097,False,7097,results/generalization_100_seed1/samples/images/048_7097.jpg,64,48,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A little boy in a tan shirt and shorts walking in an area with many gray mesh tables and chairs."", ""A group of people sitting in gray metal chairs with orange umbrellas in the background."", ""A young boy is on a patio crowded with metal tables and chairs and 2 yellow umbrellas."", ""A boy walking through chairs and tables at Au Bon Pain."", ""Lots of people are sitting at tables doing something.""]",1,0.2383610010147094,test,0.0,,,,0.3124001622200012,0.2067485153675079,0.047977387905120794,0.03161248564720148,True,True
False,26f4f2f097adeb8d2e6826a74aff8fc24e337d33,clip_siglip_generalization_v1,"A joyful Border Collie leaps gracefully over a red agility hurdle during an outdoor dog competition, showcasing its athleticism and focus under a clear sky.",25,Qwen/Qwen3-VL-8B-Instruct,0.356546401977539,13831,False,13831,results/generalization_100_seed1/samples/images/049_13831.jpg,64,49,baseline,Baseline,Write a caption for this image.,"[""A black and white dog jumps a red and white hurdle on a lawn with other dogs and people."", ""A black and white dog is jumping over a fence in an obstacle course."", ""A black and white dog in midair over a hurdle."", ""A dog jumps over a red and white gate."", ""The dog jumps over an obstacle.""]",1,0.1335475891828537,test,0.0,,,,0.356546401977539,0.1335475891828537,0.0,0.0,False,False
False,201a194537885fc5eeb5c039dc0b05ad1140d239,clip_siglip_generalization_v1,"A black-and-white Border Collie is captured mid-leap, gracefully clearing a red and white agility hurdle on a grassy field. In the background, a German Shepherd stands near a handler, while spectators, including an older man in a vest, watch the event. The scene suggests a dog agility competition under a clear",51,Qwen/Qwen3-VL-8B-Instruct,0.3519057631492615,13831,False,13831,results/generalization_100_seed1/samples/images/049_13831.jpg,64,49,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A black and white dog jumps a red and white hurdle on a lawn with other dogs and people."", ""A black and white dog is jumping over a fence in an obstacle course."", ""A black and white dog in midair over a hurdle."", ""A dog jumps over a red and white gate."", ""The dog jumps over an obstacle.""]",1,0.1584915667772293,test,0.0,,,,0.356546401977539,0.1335475891828537,-0.004640638828277532,0.02494397759437561,False,True
False,9af27cbff4fa419b789d0bb6be06cd3d1ae78ed3,clip_siglip_generalization_v1,"A warm smile lights up the face of a woman in a blue vest, standing amidst a backdrop of bags and boxes in what appears to be a community or work setting.",32,Qwen/Qwen3-VL-8B-Instruct,0.3247464597225189,23784,False,23784,results/generalization_100_seed1/samples/images/050_23784.jpg,64,50,baseline,Baseline,Write a caption for this image.,"[""A very aged woman wearing blue is standing in front of a pile of things, many in black trash bags."", ""Smiling woman in a blue apron standing in front of a pile of bags and boxes."", ""An elderly hispanic woman wears a blue vest in front of a pile of boxes."", ""A woman wearing a blue vest seems to be in a very messy area."", ""A woman in a blue smock in a blue smock is smiling.""]",1,0.2179974168539047,test,0.0,,,,0.3247464597225189,0.2179974168539047,0.0,0.0,False,False
False,8685eac3c3ef3753f9898f00acd94afe53a70357,clip_siglip_generalization_v1,"A smiling woman with dark hair and earrings, wearing a blue vest over a dark top, stands in a cluttered indoor space filled with bags, boxes, and miscellaneous items, suggesting a storage or work area.",35,Qwen/Qwen3-VL-8B-Instruct,0.3004538714885711,23784,False,23784,results/generalization_100_seed1/samples/images/050_23784.jpg,64,50,observer_specific_supported,Observer Specific Supported,"Write one specific caption as a careful human observer would: state what is visibly happening, name the important subjects and objects, and include only scene meanings that are clearly supported.","[""A very aged woman wearing blue is standing in front of a pile of things, many in black trash bags."", ""Smiling woman in a blue apron standing in front of a pile of bags and boxes."", ""An elderly hispanic woman wears a blue vest in front of a pile of boxes."", ""A woman wearing a blue vest seems to be in a very messy area."", ""A woman in a blue smock in a blue smock is smiling.""]",1,0.2160323560237884,test,0.0,,,,0.3247464597225189,0.2179974168539047,-0.02429258823394781,-0.0019650608301162997,False,False
